ec	substrate	substrate_normalized
3.1.3.16	phosphate | the dephosphorylation leads to inhibition of carboxypeptidase D |	phosphate | the dephosphorylation leads to inhibition of carboxypeptidase d |
3.1.3.16	phosphate | the dephosphorylation leads to inhibition of estrogen receptor A |	phosphate | the dephosphorylation leads to inhibition of estrogen receptor a |
3.1.3.16	phosphate | the dephosphorylation leads to inhibition of nemo protein |	phosphate | the dephosphorylation leads to inhibition of nemo protein |
3.1.3.16	phosphate | the dephosphorylation leads to inhibition of occludin |	phosphate | the dephosphorylation leads to inhibition of occludin |
3.1.3.16	phosphate | the dephosphorylation leads to inhibition of paxillin |	phosphate | the dephosphorylation leads to inhibition of paxillin |
3.1.3.16	phosphate |#9# the dephosphorylation leads to inhibition of aurora A | <219,238>	phosphate |#9# the dephosphorylation leads to inhibition of aurora a | <219,238>
3.1.3.16	phosphatidylinositol-(3,4,5)-triphosphate	phosphatidylinositol-(3,4,5)-triphosphate
3.1.3.16	phospho-Cdk2	phospho-cdk2
3.1.3.16	phospho-Cdk6	phospho-cdk6
3.1.3.16	phospho-D,L-tyrosine	phospho-d,tyrosine
3.1.3.16	phospho-L-serine	phospho-serine
3.1.3.16	phospho-L-threonine	phospho-threonine
3.1.3.16	phospho-L-tyrosine	phospho-tyrosine
3.1.3.16	phospho-MKK	phospho-mkk
3.1.3.16	phospho-NDPK-B	phospho-ndpk-b
3.1.3.16	phospho-PA3347	phospho-pa3347
3.1.3.16	phospho-TAK1	phospho-tak1
3.1.3.16	phospho-threonylpeptide	phospho-threonylpeptide
3.1.3.16	phosphoangiotensin	phosphoangiotensin
3.1.3.16	phosphocasein	phosphocasein
3.1.3.16	phosphoenolpyruvate carboxylase	phosphoenolpyruvate carboxylase
3.1.3.16	phosphohistone	phosphohistone
3.1.3.16	phosphohistone H1	phosphohistone h1
3.1.3.16	phosphomyosin light chain	phosphomyosin light chain
3.1.3.16	phosphophosphorylase kinase	phosphophosphorylase kinase
3.1.3.16	phosphoprotamine	phosphoprotamine
3.1.3.16	phosphoprotein	phosphoprotein
3.1.3.16	phosphoprotein K15F	phosphoprotein k15f
3.1.3.16	phosphoprotein R20A	phosphoprotein r20a
3.1.3.16	phosphoprotein RII	phosphoprotein rii
3.1.3.16	phosphoproteins	phosphoproteins
3.1.3.16	phosphopyruvate kinase	phosphopyruvate kinase
3.1.3.16	phosphorylase a	phosphorylase a
3.1.3.16	phosphorylase alpha	phosphorylase alpha
3.1.3.16	phosphorylase b	phosphorylase b
3.1.3.16	phosphorylase kinase	phosphorylase kinase
3.1.3.16	phosphorylated 3-hydroxy 3-methylglutaryl coenzyme A reductase	phosphorylated 3-hydroxy 3-methylglutaryl coenzyme a reductase
3.1.3.16	phosphorylated 80S-ribosome	phosphorylated 80s-ribosome
3.1.3.16	phosphorylated AD P-Tau	phosphorylated ad p-tau
3.1.3.16	phosphorylated AP-1/AP-2	phosphorylated ap-1/ap-2
3.1.3.16	phosphorylated APC protein	phosphorylated apc protein
3.1.3.16	phosphorylated ASK1	phosphorylated ask1
3.1.3.16	phosphorylated ATM and Rad 3 related kinase	phosphorylated atm and rad 3 related kinase
3.1.3.16	phosphorylated ATM protein	phosphorylated atm protein
3.1.3.16	phosphorylated Akt protein	phosphorylated akt protein
3.1.3.16	phosphorylated Akt1	phosphorylated akt1
3.1.3.16	phosphorylated B-catenin	phosphorylated b-catenin
3.1.3.16	phosphorylated BAD protein	phosphorylated bad protein
3.1.3.16	phosphorylated BAX protein	phosphorylated bax protein
3.1.3.16	phosphorylated BCKDH complex	phosphorylated bckdh complex
3.1.3.16	phosphorylated BCL-2	phosphorylated bcl-2
3.1.3.16	phosphorylated Bcl2	phosphorylated bcl2
3.1.3.16	phosphorylated CAM kinase IV	phosphorylated cam kinase iv
3.1.3.16	phosphorylated CAS protein	phosphorylated cas protein
3.1.3.16	phosphorylated CFTRCXCR2	phosphorylated cftrcxcr2
3.1.3.16	phosphorylated Ca2+/calmodulin-dependent protein kinase II	phosphorylated ca2+/calmodulin-dependent protein kinase ii
3.1.3.16	phosphorylated CaBP4	phosphorylated cabp4
3.1.3.16	phosphorylated Cav1.2	phosphorylated cav1.2
3.1.3.16	phosphorylated Cbp1	phosphorylated cbp1
3.1.3.16	phosphorylated Cdc25c	phosphorylated cdc25c
3.1.3.16	phosphorylated Cdc6 protein	phosphorylated cdc6 protein
3.1.3.16	phosphorylated Cdk1	phosphorylated cdk1
3.1.3.16	phosphorylated Chk1	phosphorylated chk1
3.1.3.16	phosphorylated Chk1 protein	phosphorylated chk1 protein
3.1.3.16	phosphorylated Chk2	phosphorylated chk2
3.1.3.16	phosphorylated DARPP-32	phosphorylated darpp-32
3.1.3.16	phosphorylated DNA-dependent protein kinase	phosphorylated dna-dependent protein kinase
3.1.3.16	phosphorylated DNA-protease K	phosphorylated dna-protease k
3.1.3.16	phosphorylated E-cadherin	phosphorylated e-cadherin
3.1.3.16	phosphorylated ERK	phosphorylated erk
3.1.3.16	phosphorylated ERK protein	phosphorylated erk protein
3.1.3.16	phosphorylated ERK-2	phosphorylated erk-2
3.1.3.16	phosphorylated ERK1	phosphorylated erk1
3.1.3.16	phosphorylated ERK2	phosphorylated erk2
3.1.3.16	phosphorylated ERK5	phosphorylated erk5
3.1.3.16	phosphorylated Ebola virus VP30 protein	phosphorylated ebola virus vp30 protein
3.1.3.16	phosphorylated GSK3beta	phosphorylated gsk3beta
3.1.3.16	phosphorylated Gp130 protein	phosphorylated gp130 protein
3.1.3.16	phosphorylated H2AX	phosphorylated h2ax
3.1.3.16	phosphorylated HAND-1	phosphorylated hand-1
3.1.3.16	phosphorylated HAND-2	phosphorylated hand-2
3.1.3.16	phosphorylated HDAC4	phosphorylated hdac4
3.1.3.16	phosphorylated High mobility group box 1 protein	phosphorylated high mobility group box 1 protein
3.1.3.16	phosphorylated Hsp90	phosphorylated hsp90
3.1.3.16	phosphorylated IKKB	phosphorylated ikkb
3.1.3.16	phosphorylated IKKB protein	phosphorylated ikkb protein
3.1.3.16	phosphorylated ILK1	phosphorylated ilk1
3.1.3.16	phosphorylated INAD-protein	phosphorylated inad-protein
3.1.3.16	phosphorylated IkappaB kinase	phosphorylated ikappab kinase
3.1.3.16	phosphorylated JNK protein	phosphorylated jnk protein
3.1.3.16	phosphorylated JNK1	phosphorylated jnk1
3.1.3.16	phosphorylated KSR protein	phosphorylated ksr protein
3.1.3.16	phosphorylated MEK3	phosphorylated mek3
3.1.3.16	phosphorylated MEKK3	phosphorylated mekk3
3.1.3.16	phosphorylated MKK3b	phosphorylated mkk3b
3.1.3.16	phosphorylated MKK4	phosphorylated mkk4
3.1.3.16	phosphorylated MKK6b	phosphorylated mkk6b
3.1.3.16	phosphorylated MKK7	phosphorylated mkk7
3.1.3.16	phosphorylated Mdm2 protein	phosphorylated mdm2 protein
3.1.3.16	phosphorylated Mid1	phosphorylated mid1
3.1.3.16	phosphorylated Mih1	phosphorylated mih1
3.1.3.16	phosphorylated NDEL1	phosphorylated ndel1
3.1.3.16	phosphorylated P107	phosphorylated p107
3.1.3.16	phosphorylated PACS-1	phosphorylated pacs-1
3.1.3.16	phosphorylated PIM protein	phosphorylated pim protein
3.1.3.16	phosphorylated PKCbeta II	phosphorylated pkcbeta ii
3.1.3.16	phosphorylated PKCdelta	phosphorylated pkcdelta
3.1.3.16	phosphorylated Par-3	phosphorylated par-3
3.1.3.16	phosphorylated Par-6	phosphorylated par-6
3.1.3.16	phosphorylated Polo-like kinase 1	phosphorylated polo-like kinase 1
3.1.3.16	phosphorylated Prz1	phosphorylated prz1
3.1.3.16	phosphorylated RNA polymerase II	phosphorylated rna polymerase ii
3.1.3.16	phosphorylated Raf	phosphorylated raf
3.1.3.16	phosphorylated Raf-1 kinase	phosphorylated raf-1 kinase
3.1.3.16	phosphorylated Raf1	phosphorylated raf1
3.1.3.16	phosphorylated RalA	phosphorylated rala
3.1.3.16	phosphorylated RelA	phosphorylated rela
3.1.3.16	phosphorylated SCR protein	phosphorylated scr protein
3.1.3.16	phosphorylated Ser/Thr protein kinase	phosphorylated ser/thr protein kinase
3.1.3.16	phosphorylated Shc protein	phosphorylated shc protein
3.1.3.16	phosphorylated Sp1	phosphorylated sp1
3.1.3.16	phosphorylated Src protein	phosphorylated src protein
3.1.3.16	phosphorylated TAK1-binding protein 1	phosphorylated tak1-binding protein 1
3.1.3.16	phosphorylated TRAF2	phosphorylated traf2
3.1.3.16	phosphorylated Tau	phosphorylated tau
3.1.3.16	phosphorylated Tcn1/Crz1	phosphorylated tcn1/crz1
3.1.3.16	phosphorylated UNG2	phosphorylated ung2
3.1.3.16	phosphorylated acetyl-CoA carboxylase	phosphorylated acetyl-coa carboxylase
3.1.3.16	phosphorylated alpha-casein	phosphorylated alpha-casein
3.1.3.16	phosphorylated alpha-subunit of eukaryotic peptide initiation factor 2	phosphorylated alpha-subunit of eukaryotic peptide initiation factor 2
3.1.3.16	phosphorylated alpha-subunit of succinyl-CoA synthetase	phosphorylated alpha-subunit of succinyl-coa synthetase
3.1.3.16	phosphorylated androgen receptor	phosphorylated androgen receptor
3.1.3.16	phosphorylated angiomotin	phosphorylated angiomotin
3.1.3.16	phosphorylated apoptosis signal-regulating kinase 1	phosphorylated apoptosis signal-regulating kinase 1
3.1.3.16	phosphorylated ataxia telangiectasia and Rad3-related	phosphorylated ataxia telangiectasia and rad3-related
3.1.3.16	phosphorylated ataxia telangiectasia mutated kinase	phosphorylated ataxia telangiectasia mutated kinase
3.1.3.16	phosphorylated atypical protein kinase C	phosphorylated atypical protein kinase c
3.1.3.16	phosphorylated aurora A	phosphorylated aurora a
3.1.3.16	phosphorylated axin	phosphorylated axin
3.1.3.16	phosphorylated beta-catenin	phosphorylated beta-catenin
3.1.3.16	phosphorylated brain proteins	phosphorylated brain proteins
3.1.3.16	phosphorylated c-Jun N-terminal kinase	phosphorylated c-jun n-terminal kinase
3.1.3.16	phosphorylated c-MET	phosphorylated c-met
3.1.3.16	phosphorylated c-Myc	phosphorylated c-myc
3.1.3.16	phosphorylated cAMP-dependent protein kinase	phosphorylated camp-dependent protein kinase
3.1.3.16	phosphorylated calmodulin-like domain of protein kinase	phosphorylated calmodulin-like domain of protein kinase
3.1.3.16	phosphorylated calpain	phosphorylated calpain
3.1.3.16	phosphorylated carboxypeptidase D	phosphorylated carboxypeptidase d
3.1.3.16	phosphorylated casein	phosphorylated casein
3.1.3.16	phosphorylated casein (PKA)	phosphorylated casein (pka)
3.1.3.16	phosphorylated chemotaxis protein CheA	phosphorylated chemotaxis protein chea
3.1.3.16	phosphorylated cyclin G1	phosphorylated cyclin g1
3.1.3.16	phosphorylated deoxycytidine kinase	phosphorylated deoxycytidine kinase
3.1.3.16	phosphorylated doublecortin	phosphorylated doublecortin
3.1.3.16	phosphorylated estrogen receptor A	phosphorylated estrogen receptor a
3.1.3.16	phosphorylated extracellular-signal-regulated kinase	phosphorylated extracellular-signal-regulated kinase
3.1.3.16	phosphorylated glucocorticoid receptor-heat shock protein 90	phosphorylated glucocorticoid receptor-heat shock protein 90
3.1.3.16	phosphorylated glycogen phosphorylase	phosphorylated glycogen phosphorylase
3.1.3.16	phosphorylated glycogen phosphorylase a	phosphorylated glycogen phosphorylase a
3.1.3.16	phosphorylated glycogen phosphorylase alpha	phosphorylated glycogen phosphorylase alpha
3.1.3.16	phosphorylated histone	phosphorylated histone
3.1.3.16	phosphorylated histone 2A member X	phosphorylated histone 2a member x
3.1.3.16	phosphorylated histone H3	phosphorylated histone h3
3.1.3.16	phosphorylated histone IIA	phosphorylated histone iia
3.1.3.16	phosphorylated histone deacetylase 3	phosphorylated histone deacetylase 3
3.1.3.16	phosphorylated histone deacetylase 7	phosphorylated histone deacetylase 7
3.1.3.16	phosphorylated histone h1 (PKA)	phosphorylated histone h1 (pka)
3.1.3.16	phosphorylated histone h1 (PKC)	phosphorylated histone h1 (pkc)
3.1.3.16	phosphorylated hormone-sensitive lipase	phosphorylated hormone-sensitive lipase
3.1.3.16	phosphorylated inhibitor-1	phosphorylated inhibitor-1
3.1.3.16	phosphorylated inhibitor-2	phosphorylated inhibitor-2
3.1.3.16	phosphorylated katanin p60	phosphorylated katanin p60
3.1.3.16	phosphorylated keratin 8	phosphorylated keratin 8
3.1.3.16	phosphorylated lamban	phosphorylated lamban
3.1.3.16	phosphorylated messenger ribonucleoprotein	phosphorylated messenger ribonucleoprotein
3.1.3.16	phosphorylated microtubule associated protein	phosphorylated microtubule associated protein
3.1.3.16	phosphorylated mitogen-activated protein kinase Pmk1p	phosphorylated mitogen-activated protein kinase pmk1p
3.1.3.16	phosphorylated mitogen-activated protein kinase kinase 3	phosphorylated mitogen-activated protein kinase kinase 3
3.1.3.16	phosphorylated mouse double minute 2 homologue	phosphorylated mouse double minute 2 homologue
3.1.3.16	phosphorylated myelin basic protein	phosphorylated myelin basic protein
3.1.3.16	phosphorylated myosin light chain	phosphorylated myosin light chain
3.1.3.16	phosphorylated myosin light chain 2	phosphorylated myosin light chain 2
3.1.3.16	phosphorylated myosin light chain peptide	phosphorylated myosin light chain peptide
3.1.3.16	phosphorylated nemo protein	phosphorylated nemo protein
3.1.3.16	phosphorylated nucleoside-diphosphate kinase	phosphorylated nucleoside-diphosphate kinase
3.1.3.16	phosphorylated nucleotide diphosphate kinase 2	phosphorylated nucleotide diphosphate kinase 2
3.1.3.16	phosphorylated occludin	phosphorylated occludin
3.1.3.16	phosphorylated p38	phosphorylated p38
3.1.3.16	phosphorylated p38alpha	phosphorylated p38alpha
3.1.3.16	phosphorylated p53	phosphorylated p53
3.1.3.16	phosphorylated p53 protein	phosphorylated p53 protein
3.1.3.16	phosphorylated p53-binding protein 1	phosphorylated p53-binding protein 1
3.1.3.16	phosphorylated pRb protein	phosphorylated prb protein
3.1.3.16	phosphorylated paxillin	phosphorylated paxillin
3.1.3.16	phosphorylated penicillin-binding protein	phosphorylated penicillin-binding protein
3.1.3.16	phosphorylated peptide	phosphorylated peptide
3.1.3.16	phosphorylated period	phosphorylated period
3.1.3.16	phosphorylated phosphoenolpyruvate carboxylase	phosphorylated phosphoenolpyruvate carboxylase
3.1.3.16	phosphorylated phosphorylase a	phosphorylated phosphorylase a
3.1.3.16	phosphorylated phosphorylase alpha	phosphorylated phosphorylase alpha
3.1.3.16	phosphorylated phosphorylase kinase	phosphorylated phosphorylase kinase
3.1.3.16	phosphorylated phytochrome A	phosphorylated phytochrome a
3.1.3.16	phosphorylated phytochrome B	phosphorylated phytochrome b
3.1.3.16	phosphorylated protein kinase CK2alpha	phosphorylated protein kinase ck2alpha
3.1.3.16	phosphorylated protein kinase Hs11	phosphorylated protein kinase hs11
3.1.3.16	phosphorylated protein phosphatase inhibitor-1	phosphorylated protein phosphatase inhibitor-1
3.1.3.16	phosphorylated pyruvate dehydrogenase	phosphorylated pyruvate dehydrogenase
3.1.3.16	phosphorylated retinoblastoma protein	phosphorylated retinoblastoma protein
3.1.3.16	phosphorylated rhodopsin	phosphorylated rhodopsin
3.1.3.16	phosphorylated sEGF-R	phosphorylated segf-r
3.1.3.16	phosphorylated securin	phosphorylated securin
3.1.3.16	phosphorylated seratonin	phosphorylated seratonin
3.1.3.16	phosphorylated serine-phosphorylated glycogen phosphorylase	phosphorylated serine-phosphorylated glycogen phosphorylase
3.1.3.16	phosphorylated serine/threonine protein kinase	phosphorylated serine/threonine protein kinase
3.1.3.16	phosphorylated spliceosome-associated protein 155	phosphorylated spliceosome-associated protein 155
3.1.3.16	phosphorylated sprouty	phosphorylated sprouty
3.1.3.16	phosphorylated stress-activated protein kinase	phosphorylated stress-activated protein kinase
3.1.3.16	phosphorylated tau protein	phosphorylated tau protein
3.1.3.16	phosphorylated tau-factor	phosphorylated tau-factor
3.1.3.16	phosphorylated transforming growth factor beta-activated kinase 1	phosphorylated transforming growth factor beta-activated kinase 1
3.1.3.16	phosphorylated transforming growth factor-beta-activated kinase 1	phosphorylated transforming growth factor-beta-activated kinase 1
3.1.3.16	phosphorylated tropomyosin-related kinase A	phosphorylated tropomyosin-related kinase a
3.1.3.16	phosphorylated troponin	phosphorylated troponin
3.1.3.16	phosphorylated troponin I	phosphorylated troponin i
3.1.3.16	phosphorylated troponin T	phosphorylated troponin t
3.1.3.16	phosphorylated tumor suppressor protein p53	phosphorylated tumor suppressor protein p53
3.1.3.16	phosphorylated vimentin	phosphorylated vimentin
3.1.3.16	phosphoserine-RCML	phosphoserine-rcml
3.1.3.16	phosphoserine-casein	phosphoserine-casein
3.1.3.16	phosphoserine-myelin basic protein	phosphoserine-myelin basic protein
3.1.3.16	phosphospectrin	phosphospectrin
3.1.3.16	phosphothreonine	phosphothreonine
3.1.3.16	phosphotyrosine-RCML	phosphotyrosine-rcml
3.1.3.16	phosphotyrosine-casein	phosphotyrosine-casein
3.1.3.16	phosphotyrosine-myelin basic protein	phosphotyrosine-myelin basic protein
3.1.3.16	phytochrome A	phytochrome a
3.1.3.16	phytochrome B	phytochrome b
3.1.3.16	protamine	protamine
3.1.3.16	protein	protein
3.1.3.16	protein K15F	protein k15f
3.1.3.16	protein R20A	protein r20a
3.1.3.16	protein RII	protein rii
3.1.3.16	protein kinase CK2alpha	protein kinase ck2alpha
3.1.3.16	protein kinase Hs11	protein kinase hs11
3.1.3.16	protein phosphatase inhibitor-1	protein phosphatase inhibitor-1
3.1.3.16	proteins	proteins
3.1.3.16	pyruvate dehydrogenase	pyruvate dehydrogenase
3.1.3.16	pyruvate kinase	pyruvate kinase
3.1.3.16	retinoblastoma protein	retinoblastoma protein
3.1.3.16	rhodopsin	rhodopsin
3.1.3.16	securin	securin
3.1.3.16	seratonin	seratonin
3.1.3.16	serine/threonine protein kinase	serine/threonine protein kinase
3.1.3.16	serine/threonine-phosphorylated myelin basic protein	serine/threonine-phosphorylated myelin basic protein
3.1.3.16	spectrin	spectrin
3.1.3.16	spliceosome-associated protein 155	spliceosome-associated protein 155
3.1.3.16	sprouty	sprouty
3.1.3.16	stress-activated protein kinase	stress-activated protein kinase
3.1.3.16	synthetic peptides	synthetic peptides
3.1.3.16	synthetic peptides with phosphotyrosyl residues	synthetic peptides with phosphotyrosyl residues
3.1.3.16	tau protein	tau protein
3.1.3.16	tau-factor	tau-factor
3.1.3.16	tetrafluorotyrosine	tetrafluorotyrosine
3.1.3.16	tetrafluorotyrosine phosphate	tetrafluorotyrosine phosphate
3.1.3.16	threonine	threonine
3.1.3.16	threonine-phosphorylated lipocortin I	threonine-phosphorylated lipocortin i
3.1.3.16	threonylpeptide	threonylpeptide
3.1.3.16	transforming growth factor beta-activated kinase 1	transforming growth factor beta-activated kinase 1
3.1.3.16	transforming growth factor-beta-activated kinase 1	transforming growth factor-beta-activated kinase 1
3.1.3.16	tropomyosin-related kinase A	tropomyosin-related kinase a
3.1.3.16	troponin	troponin
3.1.3.16	troponin I	troponin i
3.1.3.16	troponin T	troponin t
3.1.3.16	tumor necrosis factor receptor-associated factor 6	tumor necrosis factor receptor-associated factor 6
3.1.3.16	tumor suppressor protein p53	tumor suppressor protein p53
3.1.3.16	tyrosine phosphate	tyrosine phosphate
3.1.3.16	tyrosine-phosphorylated myelin basic protein	tyrosine-phosphorylated myelin basic protein
3.1.3.16	tyrosine-phosphorylated sEGF-R	tyrosine-phosphorylated segf-r
3.1.3.16	vasodilator associated phosphoprotein	vasodilator associated phosphoprotein
3.1.3.16	vasodilator associated protein	vasodilator associated protein
3.1.3.16	vimentin	vimentin
3.1.3.17	dephosphorylated phosphorylase kinase	dephosphorylated phosphorylase kinase
3.1.3.17	glycogen phosphorylase	glycogen phosphorylase
3.1.3.17	glycogen phosphorylase a	glycogen phosphorylase a
3.1.3.17	glycogen phosphorylase b	glycogen phosphorylase b
3.1.3.17	glycogen synthase	glycogen synthase
3.1.3.17	histone	histone
3.1.3.17	histone II-A	histone ii-a
3.1.3.17	inhibitor 1	inhibitor 1
3.1.3.17	lysine-rich histone	lysine-rich histone
3.1.3.17	phosphate	phosphate
3.1.3.17	phosphohistone	phosphohistone
3.1.3.17	phosphorylase a	phosphorylase a
3.1.3.17	phosphorylase b	phosphorylase b
3.1.3.17	phosphorylase kinase	phosphorylase kinase
3.1.3.17	phosphorylated casein	phosphorylated casein
3.1.3.17	protamine	protamine
3.1.3.17	regulatory subunit of cAMP-dependent protein kinase	regulatory subunit of camp-dependent protein kinase
3.1.3.17	troponin I	troponin i
3.1.3.18	1,3-dihydroxyacetone	1,3-dihydroxyacetone
3.1.3.18	1,3-dihydroxyacetone phosphate	1,3-dihydroxyacetone phosphate
3.1.3.18	2-Chloroethyl-phosphate	2-chloroethyl-phosphate
3.1.3.18	2-Hydroxyethyl-phosphate	2-hydroxyethyl-phosphate
3.1.3.18	2-Phosphoglycolate	2-phosphoglycolate
3.1.3.18	2-glycerol phosphate	2-glycerol phosphate
3.1.3.18	2-phospho-L-lactate	2-phospho-lactate
3.1.3.18	4-nitrophenol	4-nitrophenol
3.1.3.18	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.1.3.18	4-phosphoerythronate	4-phosphoerythronate
3.1.3.18	Chloroethanol	chloroethanol
3.1.3.18	Co2+	co2+
3.1.3.18	D-fructose-1,6-bisphosphate	fructose-1,6-bisphosphate
3.1.3.18	D-fructose-1-phosphate	fructose-1-phosphate
3.1.3.18	D-ribulose	ribulose
3.1.3.18	D-ribulose-5-phosphate	ribulose-5-phosphate
3.1.3.18	Ethanol	ethanol
3.1.3.18	Ethyl-phosphate	ethyl-phosphate
3.1.3.18	Glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.18	Glycolate	glycolate
3.1.3.18	H2PO	h2po
3.1.3.18	Hydroxyethanol	hydroxyethanol
3.1.3.18	L-Lactate	lactate
3.1.3.18	L-Phospholactate	phospholactate
3.1.3.18	L-lactate	lactate
3.1.3.18	Methanol	methanol
3.1.3.18	Methyl-phosphate	methyl-phosphate
3.1.3.18	Mg2+	mg2+
3.1.3.18	Phosphoglycolate	phosphoglycolate
3.1.3.18	berta-glycerol	berta-glycerol
3.1.3.18	beta-glycerol phosphate	beta-glycerol phosphate
3.1.3.18	diphosphate	diphosphate
3.1.3.18	erythronate	erythronate
3.1.3.18	ethyl-phosphate	ethyl-phosphate
3.1.3.18	glyceraldehyde	glyceraldehyde
3.1.3.18	glyceraldehyde phosphate	glyceraldehyde phosphate
3.1.3.18	glyceraldehyde-3-phosphate	glyceraldehyde-3-phosphate
3.1.3.18	glycerol	glycerol
3.1.3.18	glycerol 1-phosphate	glycerol 1-phosphate
3.1.3.18	glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.18	glycolate	glycolate
3.1.3.18	i-Propanol	i-propanol
3.1.3.18	i-Propyl-phosphate	i-propyl-phosphate
3.1.3.18	methyl-phosphate	methyl-phosphate
3.1.3.18	n-Propanol	n-propanol
3.1.3.18	n-Propyl-phosphate	n-propyl-phosphate
3.1.3.18	p-nitrophenol	p-nitrophenol
3.1.3.18	p-nitrophenyl phosphate	p-nitrophenyl phosphate
3.1.3.18	phosphate	phosphate
3.1.3.18	phosphoglycolate	phosphoglycolate
3.1.3.18	pyridoxal	pyridoxal
3.1.3.18	pyridoxal 5'-phosphate	pyridoxal 5'-phosphate
3.1.3.19	2-phosphoglycerate	2-phosphoglycerate
3.1.3.19	2-phosphoglycerol	2-phosphoglycerol
3.1.3.19	3-phosphoglycerate	3-phosphoglycerate
3.1.3.19	Glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.19	glyceric acid	glyceric acid
3.1.3.19	glycerol	glycerol
3.1.3.19	glycerol 2-phosphate	glycerol 2-phosphate
3.1.3.19	glycerophosphate	glycerophosphate
3.1.3.19	phosphate	phosphate
3.1.3.2	(naphthalen-1-ylmethyl)phosphonic acid	(naphthalen-1-ylmethyl)phosphonic acid
3.1.3.2	1-glycerate phosphate	1-glycerate phosphate
3.1.3.2	1-naphthol	1-naphthol
3.1.3.2	1-naphthyl phosphate	1-naphthyl phosphate
3.1.3.2	1-oleoyl glycerol	1-oleoyl glycerol
3.1.3.2	1-oleoyl lysophosphatidic acid	1-oleoyl lysophosphatidic acid
3.1.3.2	1-phosphoglycerate	1-phosphoglycerate
3.1.3.2	1D-myo-inositol 1,2,4,5,6-pentakisphosphate	1d-myo-inositol 1,2,4,5,6-pentakisphosphate
3.1.3.2	1D-myo-inositol-1,2,5,6 tetrakisphosphate	1d-myo-inositol-1,2,5,6 tetrakisphosphate
3.1.3.2	2',3'-AMP	2',3'-amp
3.1.3.2	2',3'-CMP	2',3'-cmp
3.1.3.2	2',3'-cAMP	2',3'-camp
3.1.3.2	2',5'-ADP	2',5'-adp
3.1.3.2	2'-AMP	2'-amp
3.1.3.2	2'-deoxyadenosine	2'-deoxyadenosine
3.1.3.2	2'-deoxycytidine	2'-deoxycytidine
3.1.3.2	2'-deoxyuridine	2'-deoxyuridine
3.1.3.2	2,2-dichlorovinyl dimethylphosphate	2,2-dichlorovinyl dimethylphosphate
3.1.3.2	2,3-bisphosphoglycerate	2,3-bisphosphoglycerate
3.1.3.2	2,3-diphosphoglycerate	2,3-diphosphoglycerate
3.1.3.2	2-glycerophosphate	2-glycerophosphate
3.1.3.2	2-mercaptoethanol	2-mercaptoethanol
3.1.3.2	2-naphthol	2-naphthol
3.1.3.2	2-naphthyl phosphate	2-naphthyl phosphate
3.1.3.2	2-phosphoenolpyruvate	2-phosphoenolpyruvate
3.1.3.2	2-phosphoglycerate	2-phosphoglycerate
3.1.3.2	2-umbelliferol	2-umbelliferol
3.1.3.2	2-umbelliferyl phosphate	2-umbelliferyl phosphate
3.1.3.2	3',5'-AMP	3',5'-amp
3.1.3.2	3'-AMP	3'-amp
3.1.3.2	3'-CMP	3'-cmp
3.1.3.2	3'-GMP	3'-gmp
3.1.3.2	3'-TMP	3'-tmp
3.1.3.2	3'-UMP	3'-ump
3.1.3.2	3'-dAMP	3'-damp
3.1.3.2	3'-dCMP	3'-dcmp
3.1.3.2	3'-dGMP	3'-dgmp
3.1.3.2	3'-dUMP	3'-dump
3.1.3.2	3'-deoxyadenosine	3'-deoxyadenosine
3.1.3.2	3-O-methylfluorescein	3-o-methylfluorescein
3.1.3.2	3-O-methylfluorescein phosphate	3-o-methylfluorescein phosphate
3.1.3.2	3-glycerate phosphate	3-glycerate phosphate
3.1.3.2	3-indoxol	3-indoxol
3.1.3.2	3-indoxyl phosphate	3-indoxyl phosphate
3.1.3.2	3-phosphoglycerate	3-phosphoglycerate
3.1.3.2	4-methylumbelliferol	4-methylumbelliferol
3.1.3.2	4-methylumbelliferone	4-methylumbelliferone
3.1.3.2	4-methylumbelliferyl phosphate	4-methylumbelliferyl phosphate
3.1.3.2	4-nitrophenol	4-nitrophenol
3.1.3.2	4-nitrophenol phosphate	4-nitrophenol phosphate
3.1.3.2	4-nitrophenyl choline	4-nitrophenyl choline
3.1.3.2	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.1.3.2	4-nitrophenyl phosphorylcholine	4-nitrophenyl phosphorylcholine
3.1.3.2	5'-ADP	5'-adp
3.1.3.2	5'-AMP	5'-amp
3.1.3.2	5'-ATP	5'-atp
3.1.3.2	5'-CMP	5'-cmp
3.1.3.2	5'-GMP	5'-gmp
3.1.3.2	5'-IMP	5'-imp
3.1.3.2	5'-TMP	5'-tmp
3.1.3.2	5'-UMP	5'-ump
3.1.3.2	5'-dAMP	5'-damp
3.1.3.2	5'-dCMP	5'-dcmp
3.1.3.2	5'-dGMP	5'-dgmp
3.1.3.2	5'-dUMP	5'-dump
3.1.3.2	5-bromo-4-chloro-3-hydroxyindole	5-bromo-4-chloro-3-hydroxyindole
3.1.3.2	5-bromo-4-chloro-3-indolyl phosphate	5-bromo-4-chloro-3-indolyl phosphate
